Source	Target	Weight_Source_Target	Weight_Target_Source	Annotation
bacteria	bad_breath	354	17	TBD
bacteria	gingivitis	455	22	TBD
bacteria	plaque	89	14	TBD
bacteria	condition	182	4	TBD
bacteria	spoilage	34	2	TBD
bacteria	infectious_disease	264	8	TBD
bacteria	cancer	93	17	TBD
bacteria	body_odor	28	4	TBD
bacteria	skin_infection	133	5	TBD
bacteria	human_disease	44	6	TBD
bacteria	gastroenteritis	21	4	TBD
bacteria	pid	27	3	TBD
bacteria	foot_odor	36	5	TBD
bacteria	tetanus	79	2	TBD
bacteria	dental_plaque	40	3	TBD
bacteria	tartar	17	2	TBD
health_problem	symptom	46	2	TBD
health_problem	stress	19	310	TBD
depression	health_problem	113	14	TBD
health_problem	obesity	18	553	TBD
cancer	health_problem	44	7	TBD
health_problem	complication	14	2	TBD
anxiety	health_problem	57	7	TBD
high_blood_pressure	health_problem	35	7	TBD
health_problem	injury	3	43	TBD
health_problem	condition	9	57	TBD
health_problem	diabetes	6	85	TBD
illness	health_problem	17	2	TBD
exposure	disease	258	5	TBD
exposure	cancer	236	8	TBD
exposure	illness	156	6	TBD
exposure	injury	158	3	TBD
exposure	asbestosis	20	2	TBD
inflammation	pain	1446	54	TBD
inflammation	symptom	178	3	TBD
inflammation	acne	38	208	TBD
inflammation	damage	255	29	TBD
inflammation	redness	130	6	TBD
inflammation	discomfort	52	2	TBD
inflammation	problem	57	3	TBD
inflammation	atherosclerosis	51	5	TBD
inflammation	arthritis	81	514	TBD
inflammation	tissue_damage	58	9	TBD
inflammation	chronic_pain	34	3	TBD
inflammation	weight_gain	19	2	TBD
inflammation	fibrosis	30	2	TBD
inflammation	infection	38	398	TBD
inflammation	headache	57	4	TBD
inflammation	injury	15	205	TBD
inflammation	rheumatoid_arthritis	62	315	TBD
inflammation	osteoarthritis	14	245	TBD
inflammation	free_radical	12	61	TBD
inflammation	obesity	8	69	TBD
inflammation	bacterial_infection	9	93	TBD
inflammation	allergy	12	2447	TBD
inflammation	psoriasis	6	38	TBD
inflammation	ulcerative_colitis	9	425	TBD
inflammation	stress	4	101	TBD
inflammation	abnormality	27	5	TBD
inflammation	skin_condition	6	32	TBD
inflammation	periodontal_disease	3	104	TBD
inflammation	immune_response	12	90	TBD
inflammation	bacteria	3	269	TBD
inflammation	substance	2	37	TBD
inflammation	overactive_immune_system	3	32	TBD
inflammation	bronchitis	2	43	TBD
inflammation	hepatitis	2	14	TBD
inflammation	muscle_spasm	3	19	TBD
inflammation	endometriosis	2	17	TBD
inflammation	crohn_'s_disease	4	90	TBD
inflammation	rosacea	3	26	TBD
inflammation	varicose_vein	2	10	TBD
inflammation	oxidation	2	13	TBD
inflammation	prostaglandin	3	32	TBD
inflammation	skin_disorder	2	14	TBD
inflammation	pinched_nerve	22	2	TBD
inflammation	autoimmune_disorder	2	53	TBD
damage	flooding	18	471	TBD
problem	flooding	7	49	TBD
destruction	flooding	2	16	TBD
disaster	flooding	3	21	TBD
pain	headache	30	214	TBD
discomfort	headache	9	55	TBD
stress	headache	388	16	TBD
disease	headache	51	4	TBD
fever	headache	89	12	TBD
headache	migraine	4	57	TBD
headache	histamine	2	33	TBD
inflammation	headache	57	4	TBD
hypertension	headache	20	3	TBD
headache	indigestion	3	18	TBD
anxiety	headache	68	3	TBD
muscular_tension	headache	15	2	TBD
headache	anger	2	14	TBD
damage	cancer	267	45	TBD
pain	damage	9	113	TBD
damage	symptom	75	9	TBD
damage	aging	60	370	TBD
damage	injury	50	444	TBD
inflammation	damage	255	29	TBD
skin_cancer	damage	2	103	TBD
fire	damage	1301	21	TBD
damage	heart_disease	86	17	TBD
damage	failure	16	153	TBD
damage	stroke	28	241	TBD
scarring	damage	3	18	TBD
damage	leak	9	267	TBD
damage	cell_death	23	2	TBD
damage	flooding	18	471	TBD
damage	diabetes	9	143	TBD
damage	heart_attack	16	153	TBD
damage	cost	56	4	TBD
illness	damage	179	14	TBD
damage	mold	5	59	TBD
action	damage	235	12	TBD
free_radical	damage	1888	20	TBD
damage	defect	8	218	TBD
damage	stress	9	443	TBD
damage	ulcer	47	4	TBD
damage	rust	3	32	TBD
damage	explosion	10	160	TBD
damage	effect	2	84	TBD
damage	erosion	3	115	TBD
landslide	damage	74	2	TBD
damage	event	33	304	TBD
damage	theft	2	461	TBD
damage	circumstance	2	17	TBD
damage	accident	10	1393	TBD
breach_of_contract	damage	58	5	TBD
damage	infection	6	320	TBD
mildew	damage	36	3	TBD
damage	leakage	2	16	TBD
damage	flood	8	848	TBD
damage	child	2	68	TBD
damage	bodily_injury	2	31	TBD
damage	malnutrition	3	17	TBD
decision	damage	25	2	TBD
damage	radiation	2	886	TBD
damage	oxidative_stress	2	88	TBD
water	damage	587	3	TBD
damage	vandalism	3	790	TBD
damage	personal_injury	2	40	TBD
damage	disaster	5	179	TBD
damage	conflict	2	33	TBD
macular_degeneration	damage	19	3	TBD
disability	death	42	4	TBD
pain	disability	172	16	TBD
depression	disability	409	14	TBD
disability	discrimination	21	3	TBD
disability	behavior	71	4	TBD
disability	functional_limitation	56	5	TBD
disability	failure	17	3	TBD
disability	disease	3	373	TBD
illness	disability	244	2	TBD
disability	stigma	43	5	TBD
disability	medical_condition	2	17	TBD
disability	chronic_pain	2	41	TBD
disability	condition	6	115	TBD
disability	accident	2	259	TBD
death	problem	23	197	TBD
problem	infertility	200	15	TBD
discomfort	problem	7	58	TBD
problem	error	57	462	TBD
problem	hair_loss	36	6	TBD
problem	difficulty	58	9	TBD
problem	condition	53	445	TBD
problem	lawsuit	28	4	TBD
problem	disease	51	340	TBD
problem	addiction	28	143	TBD
problem	situation	19	135	TBD
problem	distress	19	2	TBD
problem	war	12	62	TBD
problem	behavior	30	216	TBD
suffering	problem	3	23	TBD
bleeding	problem	3	16	TBD
problem	blindness	22	2	TBD
male_infertility	problem	2	13	TBD
problem	insomnia	11	108	TBD
problem	infection	27	249	TBD
instability	problem	7	40	TBD
problem	crash	53	3	TBD
problem	bankruptcy	11	90	TBD
problem	complication	42	335	TBD
disorder	problem	71	12	TBD
problem	drug_abuse	5	102	TBD
high_blood_pressure	problem	57	7	TBD
problem	alcohol_abuse	10	222	TBD
problem	obesity	18	219	TBD
problem	drug	9	585	TBD
problem	poverty	11	201	TBD
problem	serious_problem	14	2	TBD
dehydration	problem	69	11	TBD
problem	change	11	353	TBD
fire	problem	53	7	TBD
problem	low_self-esteem	5	34	TBD
problem	isolation	3	21	TBD
side_effect	problem	83	5	TBD
problem	unemployment	3	33	TBD
problem	withdrawal	4	23	TBD
problem	scar_tissue	4	278	TBD
problem	treatment	9	79	TBD
problem	friction	4	27	TBD
problem	litigation	12	2	TBD
anemia	problem	67	9	TBD
problem	substance_abuse	6	96	TBD
problem	constipation	5	50	TBD
problem	child_abuse	5	26	TBD
action	problem	83	10	TBD
problem	recession	5	47	TBD
problem	behaviour	11	61	TBD
problem	weight_loss	3	226	TBD
problem	event	3	57	TBD
problem	drug_use	7	173	TBD
inflation	problem	39	2	TBD
problem	food	3	137	TBD
problem	arthritis	8	89	TBD
production	problem	30	3	TBD
problem	disruption	2	36	TBD
problem	flooding	7	49	TBD
problem	racism	2	66	TBD
misunderstanding	problem	85	3	TBD
problem	difference	3	55	TBD
problem	gambling	5	59	TBD
problem	scar	5	25	TBD
problem	mistake	2	46	TBD
problem	tinnitus	2	20	TBD
drinking	problem	148	4	TBD
problem	drug_addiction	2	26	TBD
miscommunication	problem	39	4	TBD
decrease	problem	2	13	TBD
problem	environment	2	26	TBD
problem	activity	2	76	TBD
problem	pregnancy	7	135	TBD
problem	pressure	5	69	TBD
problem	effect	4	21	TBD
problem	ache	27	3	TBD
problem	childhood_obesity	2	12	TBD
problem	imbalance	2	49	TBD
attack	problem	20	2	TBD
problem	stiffness	2	12	TBD
problem	acne	2	71	TBD
problem	hemorrhoid	2	31	TBD
pollution	problem	67	12	TBD
problem	waste	3	27	TBD
gap	problem	22	4	TBD
problem	inaccuracy	3	17	TBD
policy	problem	39	5	TBD
problem	development	3	59	TBD
misdiagnosis	problem	17	2	TBD
problem	religion	2	63	TBD
problem	smoking	7	141	TBD
problem	destruction	2	15	TBD
inflammation	problem	57	3	TBD
problem	inconsistency	3	21	TBD
migration	problem	30	3	TBD
alcohol	problem	389	7	TBD
decision	problem	14	2	TBD
increase	problem	14	2	TBD
kidney_disease	problem	25	2	TBD
learning_disability	problem	16	3	TBD
chemical	problem	149	3	TBD
problem	use_of_alcohol	3	18	TBD
problem	insecurity	2	11	TBD
problem	abortion	2	23	TBD
problem	down_syndrome	2	10	TBD
problem	autism	2	53	TBD
problem	corruption	2	33	TBD
problem	distortion	2	12	TBD
disconnection	problem	15	2	TBD
gum_disease	problem	17	2	TBD
missing_teeth	problem	26	2	TBD
symptom	condition	77	1250	TBD
pain	condition	44	3286	TBD
problem	condition	53	445	TBD
disability	condition	6	115	TBD
depression	condition	21	150	TBD
infertility	condition	2	155	TBD
fatigue	condition	9	185	TBD
blindness	condition	6	235	TBD
severe_pain	condition	2	115	TBD
complication	condition	13	374	TBD
chronic_pain	condition	11	121	TBD
heart_attack	condition	17	435	TBD
nausea	condition	2	80	TBD
anemia	condition	7	60	TBD
dementia	condition	3	112	TBD
heart_disease	condition	16	86	TBD
stroke	condition	19	468	TBD
health_problem	condition	9	57	TBD
stress	condition	277	43	TBD
heart_failure	condition	7	109	TBD
congestive_heart_failure	condition	3	65	TBD
dizziness	condition	3	35	TBD
weight_loss	condition	2	39	TBD
kidney_failure	condition	3	179	TBD
confusion	condition	2	70	TBD
bad_breath	condition	2	73	TBD
weakness	condition	7	43	TBD
cerebral_palsy	condition	5	44	TBD
muscle_weakness	condition	2	26	TBD
paralysis	condition	5	27	TBD
edema	condition	5	44	TBD
osteoporosis	condition	4	43	TBD
scarring	condition	4	27	TBD
serious_problem	condition	2	81	TBD
acne	condition	2	45	TBD
pneumonia	condition	2	25	TBD
trauma	condition	114	9	TBD
liver_disease	condition	3	44	TBD
crash	condition	2	16	TBD
pressure	condition	7	59	TBD
feeling	condition	4	32	TBD
fluid_retention	condition	3	17	TBD
carpal_tunnel_syndrome	condition	2	17	TBD
shortness_of_breath	condition	3	33	TBD
fall	condition	3	17	TBD
impairment	condition	2	19	TBD
emotional_distress	condition	2	38	TBD
mutation	condition	47	3	TBD
parasite	condition	51	4	TBD
smoking	condition	70	9	TBD
deficiency	condition	100	7	TBD
aid	condition	29	3	TBD
poor_health	condition	2	10	TBD
rls	condition	3	18	TBD
psoriasis	condition	20	3	TBD
tumor	condition	48	8	TBD
bacteria	condition	182	4	TBD
childbirth	condition	20	2	TBD
iron_deficiency	condition	12	2	TBD
allergic_reaction	condition	26	4	TBD
lesion	condition	15	3	TBD
gene	condition	39	5	TBD
oxidative_stress	condition	15	2	TBD
epilepsy	condition	3	31	TBD
hormone_imbalance	condition	17	3	TBD
allergy	condition	55	7	TBD
heat	condition	19	2	TBD
high_cholesterol	condition	17	2	TBD
drug	condition	248	28	TBD
alcohol_abuse	condition	11	2	TBD
pregnancy	condition	98	5	TBD
defect	condition	2	10	TBD
weakened_immune_system	condition	26	4	TBD
distress	symptom	11	61	TBD
diagnosis	symptom	10	84	TBD
stress	symptom	346	42	TBD
discomfort	symptom	10	76	TBD
depression	symptom	321	47	TBD
symptom	condition	77	1250	TBD
fatigue	symptom	63	10	TBD
disease	symptom	791	136	TBD
illness	symptom	217	33	TBD
disorder	symptom	473	20	TBD
interference	symptom	2	12	TBD
asthma	symptom	148	7	TBD
behavior	symptom	4	32	TBD
symptom	injury	27	141	TBD
inflammation	symptom	178	3	TBD
high_blood_pressure	symptom	48	5	TBD
symptom	infection	4	306	TBD
symptom	arthritis	9	326	TBD
obstruction	symptom	38	5	TBD
anemia	symptom	61	6	TBD
osteoporosis	symptom	30	5	TBD
allergy	symptom	674	14	TBD
obesity	symptom	19	3	TBD
symptom	kidney_failure	3	17	TBD
anxiety_disorder	symptom	97	10	TBD
serious_condition	symptom	33	4	TBD
damage	symptom	75	9	TBD
symptom	change	7	59	TBD
reaction	symptom	109	2	TBD
symptom	flu	5	180	TBD
fibromyalgia	symptom	245	16	TBD
post_traumatic_stress_disorder	symptom	31	3	TBD
cancer	symptom	546	11	TBD
malnutrition	symptom	18	3	TBD
tmj	symptom	43	2	TBD
symptom	enlarged_prostate	3	57	TBD
symptom	breast_cancer	3	33	TBD
back_pain	symptom	14	2	TBD
migraine	symptom	69	2	TBD
withdrawal	symptom	53	2	TBD
tinnitus	symptom	23	3	TBD
sinusitis	symptom	148	5	TBD
dementia	symptom	49	6	TBD
upset_stomach	symptom	31	6	TBD
symptom	candida	2	34	TBD
aging	symptom	112	3	TBD
lack_of_sleep	symptom	23	3	TBD
cold	symptom	131	5	TBD
carpal_tunnel_syndrome	symptom	24	3	TBD
symptom	multiple_sclerosis	2	85	TBD
psychological_problem	symptom	12	2	TBD
health_problem	symptom	46	2	TBD
climate_change	global_warming	28	418	TBD
global_warming	change	142	9	TBD
natural_disaster	global_warming	3	40	TBD
increase	global_warming	10	74	TBD
global_warming	event	22	4	TBD
fire	global_warming	6	47	TBD
greenhouse_effect	global_warming	124	10	TBD
carbon_dioxide	global_warming	353	12	TBD
pollution	global_warming	317	7	TBD
greenhouse_gas	global_warming	438	39	TBD
global_warming	carbon_dioxide_emission	10	121	TBD
greenhouse_gas_emission	global_warming	198	16	TBD
emission_of_greenhouse_gas	global_warming	100	3	TBD
global_warming	deforestation	2	75	TBD
co2	global_warming	236	9	TBD
global_warming	gas	3	36	TBD
climate_change	drought	241	4	TBD
climate_change	global_warming	28	418	TBD
higher_temperature	climate_change	3	34	TBD
climate_change	increased_temperature	15	3	TBD
climate_change	impact	34	2	TBD
climate_change	greenhouse_gas	22	219	TBD
climate_change	air_pollution	8	58	TBD
climate_change	greenhouse_gas_emission	43	247	TBD
carbon_dioxide	climate_change	59	5	TBD
climate_change	carbon_emission	3	75	TBD
climate_change	co2	3	84	TBD
asbestos_exposure	mesothelioma	469	29	TBD
asbestos_exposure	cancer	237	5	TBD
malnutrition	poverty	8	106	TBD
violence	poverty	14	80	TBD
problem	poverty	11	201	TBD
poverty	hunger	148	5	TBD
homelessness	poverty	3	46	TBD
terrorism	poverty	3	166	TBD
death	poverty	3	55	TBD
neglect	poverty	3	22	TBD
poverty	social_problem	70	7	TBD
poverty	environmental_destruction	33	5	TBD
poverty	unemployment	10	60	TBD
poverty	injustice	6	33	TBD
poverty	oppression	2	27	TBD
poverty	greed	2	18	TBD
high_birth_rate	poverty	2	14	TBD
fear	poverty	30	3	TBD
poverty	overpopulation	6	43	TBD
pain	crime	3	19	TBD
disorder	crime	38	5	TBD
death	drug	5	614	TBD
side_effect	drug	7	1523	TBD
problem	drug	9	585	TBD
depression	drug	14	170	TBD
violence	drug	4	104	TBD
addiction	drug	10	144	TBD
hallucination	drug	13	111	TBD
aid	drug	2	37	TBD
adverse_reaction	drug	4	123	TBD
condition	drug	28	248	TBD
weight_gain	drug	4	190	TBD
behavior	drug	3	37	TBD
pancreatitis	drug	2	20	TBD
bleeding	drug	2	60	TBD
qt_prolongation	drug	2	19	TBD
disorder	drug	5	29	TBD
neglect	abuse	2	13	TBD
osteoporosis	fracture	396	11	TBD
osteoporosis	symptom	30	5	TBD
osteoporosis	bone	39	4	TBD
osteoporosis	change	6	56	TBD
osteoporosis	disease	5	27	TBD
osteoporosis	condition	4	43	TBD
osteoporosis	loss_of_bone_mass	3	17	TBD
illness	osteoporosis	19	2	TBD
fracture	surgery	18	3	TBD
trauma	fracture	53	2	TBD
osteoporosis	fracture	396	11	TBD
fracture	fall	2	63	TBD
fracture	stress	3	19	TBD
pain	arthritis	21	2571	TBD
inflammation	arthritis	81	514	TBD
problem	arthritis	8	89	TBD
symptom	arthritis	9	326	TBD
pain_in_the_joint	arthritis	2	18	TBD
aging	arthritis	47	5	TBD
gout	arthritis	19	3	TBD
stress	arthritis	19	2	TBD
chronic_inflammation	arthritis	17	3	TBD
chemotherapy	side_effect	235	13	TBD
stress	hair_loss	550	32	TBD
baldness	hair_loss	3	26	TBD
illness	hair_loss	178	5	TBD
male_pattern_baldness	hair_loss	71	8	TBD
disease	hair_loss	230	10	TBD
problem	hair_loss	36	6	TBD
hormone	hair_loss	132	6	TBD
gene	hair_loss	36	6	TBD
medical_condition	hair_loss	150	4	TBD
earthquake	tsunami	593	9	TBD
earthquake	landslide	227	2	TBD
earthquake	volcanic_eruption	6	30	TBD
earthquake	fault	4	23	TBD
earthquake	stress	5	66	TBD
earthquake	seismic_wave	20	2	TBD
earthquake	tsunami	593	9	TBD
vaccine	autism	1192	2	TBD
death	vaccine	4	209	TBD
problem	autism	2	53	TBD
vaccination	autism	184	2	TBD
vaccine	autism	1192	2	TBD
brain_damage	autism	11	2	TBD
hpv	cervical_cancer	752	16	TBD
genital_wart	hpv	4	292	TBD
cancer	hpv	13	208	TBD
cervical_dysplasia	hpv	5	31	TBD
hpv	cervical_cancer	752	16	TBD
human_papillomavirus	cervical_cancer	470	9	TBD
human_papilloma_virus	cervical_cancer	320	6	TBD
strain_of_hpv	cervical_cancer	23	3	TBD
sexually_transmitted_disease	cervical_cancer	127	5	TBD
hpv_virus	cervical_cancer	52	2	TBD
hpv_infection	cervical_cancer	96	5	TBD
damage	flood	8	848	TBD
landslide	flood	2	25	TBD
flood	change	13	2	TBD
high_wind	storm	5	94	TBD
storm	tornado	99	2	TBD
lightning	storm	3	18	TBD
storm	cold_front	12	2	TBD
mesothelioma	asbestos_exposure	29	469	TBD
mesothelioma	asbestos	18	530	TBD
mesothelioma	exposure_to_asbestos	18	451	TBD
sepsis	infection	6	78	TBD
neglect	stress	31	5	TBD
neglect	abuse	2	13	TBD
neglect	poverty	3	22	TBD
seizure	fever	2	209	TBD
headache	fever	12	89	TBD
fever	chill	48	3	TBD
illness	fever	120	15	TBD
disease	fever	94	8	TBD
fever	flu	2	77	TBD
fever	sickness	2	13	TBD
fever	infection	5	360	TBD
malaria	fever	87	2	TBD
stroke	blood_clot	18	1132	TBD
heart_attack	blood_clot	16	883	TBD
complication	blood_clot	6	37	TBD
injury	blood_clot	10	2	TBD
fatality	accident	2	269	TBD
mesothelioma	asbestos	18	530	TBD
cancer	asbestos	7	395	TBD
disease	asbestos	2	276	TBD
hemorrhage	death	173	3	TBD
greenhouse_gas	global_warming	438	39	TBD
climate_change	greenhouse_gas	22	219	TBD
weight_gain	obesity	73	2	TBD
disease	weight_gain	469	11	TBD
stress	weight_gain	222	5	TBD
menopause	weight_gain	55	5	TBD
weight_gain	drug	4	190	TBD
health_condition	weight_gain	5	77	TBD
weight_gain	pcos	3	36	TBD
inflammation	weight_gain	19	2	TBD
medical_problem	weight_gain	11	2	TBD
problem	destruction	2	15	TBD
fire	destruction	162	4	TBD
destruction	flooding	2	16	TBD
intelligence	evolution	3	17	TBD
malaria	fever	87	2	TBD
anemia	malaria	5	160	TBD
malaria	anaemia	29	2	TBD
disease	malaria	5	25	TBD
malaria	infection	3	32	TBD
malaria	mosquito	5	65	TBD
malaria	parasite	3	341	TBD
virus	disease	1772	95	TBD
virus	aid	3638	13	TBD
virus	cancer	637	89	TBD
virus	illness	806	8	TBD
virus	infection	2042	16	TBD
virus	influenza	189	8	TBD
virus	gastroenteritis	100	3	TBD
virus	bronchitis	142	2	TBD
virus	mutation	337	6	TBD
virus	herpes	41	3	TBD
virus	allergy	14	2	TBD
blindness	condition	6	235	TBD
complication	blindness	73	6	TBD
problem	blindness	22	2	TBD
blindness	infection	3	85	TBD
incident	injury	410	3	TBD
stress	incident	4	24	TBD
war	incident	3	26	TBD
confusion	incident	2	283	TBD
symptom	kidney_failure	3	17	TBD
high_blood_pressure	kidney_failure	136	7	TBD
complication	kidney_failure	61	7	TBD
condition	kidney_failure	179	3	TBD
hypertension	kidney_failure	105	11	TBD
dehydration	kidney_failure	19	2	TBD
surgery	complication	292	56	TBD
pain	surgery	7	1212	TBD
serious_complication	surgery	2	12	TBD
surgery	stress	36	2	TBD
surgery	wound	35	4	TBD
surgery	adverse_event	3	15	TBD
fracture	surgery	18	3	TBD
problem	alcohol	7	389	TBD
violence	alcohol	7	80	TBD
illness	alcohol	4	129	TBD
alcohol	stress	3	16	TBD
carbon_dioxide	global_warming	353	12	TBD
carbon_dioxide	climate_change	59	5	TBD
carbon_dioxide	warming	45	9	TBD
stress	fatigue	192	20	TBD
fatigue	failure	21	2	TBD
fatigue	symptom	63	10	TBD
illness	fatigue	91	8	TBD
fatigue	condition	9	185	TBD
disease	fatigue	141	8	TBD
insomnia	fatigue	38	7	TBD
toxin	fatigue	20	3	TBD
anemia	fatigue	444	6	TBD
fatigue	flu	2	16	TBD
cancer	fatigue	35	2	TBD
fatigue	infection	2	39	TBD
lack_of_exercise	obesity	115	9	TBD
high_blood_pressure	stroke	774	8	TBD
high_blood_pressure	heart_disease	448	8	TBD
high_blood_pressure	kidney_failure	136	7	TBD
high_blood_pressure	heart_failure	176	3	TBD
high_blood_pressure	heart_attack	381	3	TBD
high_blood_pressure	symptom	48	5	TBD
high_blood_pressure	problem	57	7	TBD
high_blood_pressure	pain	19	3	TBD
high_blood_pressure	obesity	26	195	TBD
high_blood_pressure	congestive_heart_failure	51	259	TBD
high_blood_pressure	health_problem	35	7	TBD
high_blood_pressure	cardiovascular_disease	38	3	TBD
high_blood_pressure	tinnitus	48	2	TBD
high_blood_pressure	kidney_problem	17	3	TBD
high_blood_pressure	stress	20	240	TBD
high_blood_pressure	anxiety	3	19	TBD
high_blood_pressure	medication	2	12	TBD
high_blood_pressure	medical_problem	2	21	TBD
high_blood_pressure	type_2_diabetes	3	20	TBD
high_blood_pressure	pregnancy	2	65	TBD
high_blood_pressure	water_retention	2	26	TBD
high_blood_pressure	renal_artery_stenosis	1	5	TBD
pregnancy	hormonal_change	291	16	TBD
high_blood_pressure	pregnancy	2	65	TBD
problem	pregnancy	7	135	TBD
pregnancy	condition	98	5	TBD
pregnancy	diabetes	20	3	TBD
aid	hiv	6	4064	TBD
pain	pressure	5	211	TBD
anxiety	pressure	3	36	TBD
problem	pressure	5	69	TBD
pressure	condition	7	59	TBD
pressure	infection	2	36	TBD
action	pain	148	4	TBD
action	injury	248	2	TBD
action	damage	235	12	TBD
action	accident	41	4	TBD
action	problem	83	10	TBD
action	reaction	230	9	TBD
action	chaos	20	2	TBD
action	success	49	9	TBD
action	controversy	20	2	TBD
action	illness	13	2	TBD
action	emotion	6	84	TBD
action	karma	22	4	TBD
action	behavior	2	19	TBD
action	ignorance	5	37	TBD
action	decision	2	132	TBD
trauma	death	244	19	TBD
pain	trauma	11	286	TBD
trauma	fracture	53	2	TBD
trauma	condition	114	9	TBD
anxiety	trauma	4	20	TBD
trauma	stress	56	8	TBD
trauma	mental_illness	16	2	TBD
trauma	fear	15	2	TBD
spinal_cord_injury	trauma	2	21	TBD
trauma	event	6	54	TBD
global_warming	deforestation	2	75	TBD
pain	ulcer	4	97	TBD
infection	ulcer	222	8	TBD
bacteria	ulcer	942	18	TBD
bacterium	ulcer	134	3	TBD
damage	ulcer	47	4	TBD
fever	sickness	2	13	TBD
stress	sickness	98	2	TBD
cancer	radiation	17	459	TBD
damage	radiation	2	886	TBD
greenhouse_effect	global_warming	124	10	TBD
cancer	mutation	71	526	TBD
phenotype	mutation	2	56	TBD
disorder	mutation	5	137	TBD
mutation	condition	47	3	TBD
cf	mutation	2	22	TBD
severe_phenotype	mutation	2	10	TBD
virus	mutation	337	6	TBD
attack	problem	20	2	TBD
attack	event	4	40	TBD
asthma	symptom	148	7	TBD
asthma	cough	39	3	TBD
asthma	allergy	29	236	TBD
asthma	stress	6	37	TBD
asthma	obesity	4	31	TBD
asthma	bronchoconstriction	41	3	TBD
asthma	allergen	9	96	TBD
asthma	inflammation_of_the_airway	2	15	TBD
asthma	toxin	2	20	TBD
asthma	infection	3	18	TBD
asthma	sinusitis	1	8	TBD
side_effect	problem	83	5	TBD
side_effect	injury	130	4	TBD
anxiety	side_effect	3	18	TBD
pain	side_effect	5	32	TBD
side_effect	weight_loss	14	2	TBD
side_effect	therapy	3	61	TBD
side_effect	chemotherapy	13	235	TBD
side_effect	medication	12	765	TBD
side_effect	cancer_treatment	29	221	TBD
side_effect	viagra	6	394	TBD
side_effect	drug	7	1523	TBD
anemia	iron_deficiency	10	685	TBD
iron_deficiency	condition	12	2	TBD
anemia	fatigue	444	6	TBD
anemia	symptom	61	6	TBD
anemia	weakness	57	6	TBD
anemia	complication	14	2	TBD
anemia	problem	67	9	TBD
anemia	iron_deficiency	10	685	TBD
anemia	disease	4	94	TBD
anemia	renal_failure	3	20	TBD
anemia	cancer	3	57	TBD
anemia	heavy_period	2	10	TBD
anemia	malaria	5	160	TBD
anemia	blood_loss	3	119	TBD
anemia	infection	5	37	TBD
anemia	condition	7	60	TBD
exhaustion	stress	4	25	TBD
death	failure	14	330	TBD
failure	injury	284	5	TBD
failure	loss	103	3	TBD
success	failure	27	212	TBD
damage	failure	16	153	TBD
failure	anger	10	2	TBD
error	failure	192	16	TBD
stress	failure	92	9	TBD
disaster	failure	5	29	TBD
failure	situation	2	35	TBD
fear	failure	27	2	TBD
failure	event	2	28	TBD
weakness	failure	28	2	TBD
contamination	failure	40	2	TBD
fatigue	failure	21	2	TBD
disability	failure	17	3	TBD
mismanagement	failure	10	2	TBD
failure	conflict	2	10	TBD
failure	change	3	36	TBD
failure	intervention	2	15	TBD
smoking	emphysema	337	10	TBD
chronic_bronchitis	emphysema	13	2	TBD
murder	death	200	3	TBD
murder	chain_of_event	3	22	TBD
murder	anger	3	20	TBD
side_effect	medication	12	765	TBD
depression	medication	8	137	TBD
high_blood_pressure	medication	2	12	TBD
disorder	medication	2	10	TBD
violence	alcoholism	2	10	TBD
greenhouse_gas_emission	global_warming	198	16	TBD
climate_change	greenhouse_gas_emission	43	247	TBD
lung_cancer	cigarette_smoking	9	467	TBD
damage	personal_injury	2	40	TBD
personal_injury	accident	2	437	TBD
portal_hypertension	cirrhosis	2	24	TBD
type_2_diabetes	hyperglycemia	10	2	TBD
high_blood_pressure	type_2_diabetes	3	20	TBD
type_2_diabetes	metabolic_syndrome	3	20	TBD
virus	influenza	189	8	TBD
death	wound	5	170	TBD
wound	infection	96	8	TBD
pain	wound	3	80	TBD
complication	wound	2	10	TBD
surgery	wound	35	4	TBD
violence	conflict	6	96	TBD
war	conflict	10	64	TBD
damage	conflict	2	33	TBD
disease	conflict	5	25	TBD
misunderstanding	conflict	66	6	TBD
hatred	conflict	16	3	TBD
conflict	failure	10	2	TBD
fear	conflict	107	5	TBD
conflict	change	10	87	TBD
error	conflict	2	54	TBD
conflict	situation	2	46	TBD
conflict	competition	2	14	TBD
serious_injury	crash	2	111	TBD
mesothelioma	exposure_to_asbestos	18	451	TBD
exposure_to_asbestos	lung_cancer	110	6	TBD
success	failure	27	212	TBD
action	success	49	9	TBD
car_accident	injury	401	9	TBD
depression	poor_diet	2	38	TBD
death	abortion	2	128	TBD
problem	abortion	2	23	TBD
disease	abortion	40	8	TBD
constipation	bloating	15	2	TBD
constipation	hard_stool	37	7	TBD
constipation	anal_fissure	35	3	TBD
constipation	complication	56	3	TBD
constipation	diverticulitis	21	3	TBD
problem	constipation	5	50	TBD
diverticulosis	constipation	50	4	TBD
irritable_bowel_syndrome	constipation	133	3	TBD
problem	hemorrhoid	2	31	TBD
bacteria	infectious_disease	264	8	TBD
mortality	infection	5	180	TBD
disease	mortality	163	4	TBD
high_blood_pressure	congestive_heart_failure	51	259	TBD
congestive_heart_failure	condition	3	65	TBD
death	event	22	412	TBD
damage	event	33	304	TBD
event	change	81	2	TBD
event	injury	339	18	TBD
anxiety	event	7	47	TBD
depression	event	2	51	TBD
event	accident	73	6	TBD
trauma	event	6	54	TBD
