Source	Target	Weight_Source_Target	Comment
stroke	adult_disability	10	TBD
stroke	significant_morbidity	2	TBD
stroke	brain_death	4	TBD
stroke	reduced_mobility	3	TBD
stroke	paraplegia	2	TBD
stroke	mortality_rate	2	TBD
stroke	movement_problem	2	TBD
stroke	livedo_reticularis	1	TBD
bad_habit	problem	24	TBD
bad_habit	infertility	214	TBD
disease	death	2372	TBD
disease	pain	870	TBD
disease	disability	373	TBD
disease	blindness	369	TBD
disease	symptom	791	TBD
disease	mortality	163	TBD
disease	problem	340	TBD
disease	hair_loss	230	TBD
disease	complication	388	TBD
disease	paralysis	110	TBD
disease	illness	184	TBD
disease	loss	178	TBD
disease	inflammation	258	TBD
disease	heart_failure	87	TBD
disease	depression	86	TBD
disease	infertility	185	TBD
disease	weakness	60	TBD
disease	dementia	137	TBD
disease	decline	46	TBD
disease	damage	407	TBD
disease	suffering	195	TBD
disease	fatigue	141	TBD
disease	hearing_loss	41	TBD
disease	seizure	78	TBD
disease	fever	94	TBD
disease	liver_failure	51	TBD
disease	early_death	53	TBD
disease	diarrhea	146	TBD
disease	nerve_damage	123	TBD
disease	weight_loss	131	TBD
disease	kidney_failure	164	TBD
disease	morbidity	134	TBD
disease	economic_loss	43	TBD
disease	high_mortality	35	TBD
disease	health_problem	72	TBD
disease	brain_damage	63	TBD
disease	deformity	43	TBD
disease	scarring	26	TBD
disease	memory_loss	77	TBD
disease	discomfort	61	TBD
disease	fatality	26	TBD
disease	vision_loss	98	TBD
disease	premature_death	51	TBD
disease	mental_retardation	25	TBD
disease	yield_loss	48	TBD
disease	skin_lesion	17	TBD
disease	liver_damage	43	TBD
disease	sudden_death	82	TBD
disease	anemia	94	TBD
disease	coma	38	TBD
disease	nausea	42	TBD
disease	vomiting	35	TBD
disease	sickness	49	TBD
disease	chronic_pain	92	TBD
disease	cirrhosis	69	TBD
disease	heart_attack	58	TBD
disease	serious_problem	51	TBD
disease	permanent_disability	36	TBD
disease	erectile_dysfunction	144	TBD
disease	impotence	43	TBD
disease	headache	51	TBD
disease	tooth_loss	134	TBD
disease	epidemic	26	TBD
disease	casualty	29	TBD
disease	devastation	48	TBD
disease	convulsion	29	TBD
disease	abortion	40	TBD
disease	abnormality	36	TBD
disease	impairment	115	TBD
disease	hypertension	22	TBD
disease	stroke	120	TBD
disease	untimely_death	15	TBD
disease	severe_loss	14	TBD
disease	muscle_weakness	50	TBD
disease	lameness	327	TBD
disease	high_mortality_rate	21	TBD
disease	serious_illness	55	TBD
disease	severe_complication	18	TBD
disease	destruction	21	TBD
disease	total_blindness	24	TBD
disease	severe_pain	52	TBD
disease	extinction	14	TBD
disease	renal_failure	28	TBD
disease	cirrhosis_of_the_liver	18	TBD
disease	harm	30	TBD
disease	bone_loss	64	TBD
disease	encephalitis	27	TBD
disease	low_vision	13	TBD
disease	gangrene	12	TBD
disease	tissue_damage	45	TBD
disease	distress	21	TBD
disease	ed	91	TBD
disease	heart_disease	21	TBD
disease	heart_problem	24	TBD
disease	severe_illness	23	TBD
disease	hospitalization	32	TBD
disease	high_fever	32	TBD
disease	sterility	13	TBD
disease	significant_morbidity	31	TBD
disease	joint_damage	16	TBD
disease	extreme_pain	8	TBD
disease	bone_fragility	13	TBD
disease	crop_loss	72	TBD
disease	irritation	17	TBD
disease	respiratory_failure	14	TBD
disease	neurological_damage	16	TBD
disease	constipation	54	TBD
disease	cataract	35	TBD
disease	meningitis	45	TBD
disease	mortality_rate	28	TBD
disease	miscarriage	21	TBD
disease	high_morbidity	24	TBD
disease	medical_complication	8	TBD
disease	high_rate	15	TBD
disease	disfigurement	26	TBD
disease	population_decline	12	TBD
disease	significant_loss	13	TBD
disease	short_stature	14	TBD
disease	septicemia	14	TBD
disease	defoliation	14	TBD
disease	tremor	25	TBD
disease	havoc	15	TBD
disease	similar_symptom	55	TBD
disease	severe_problem	17	TBD
disease	indigestion	41	TBD
disease	organ_failure	24	TBD
disease	rash	47	TBD
disease	stiffness	100	TBD
disease	joint_pain	74	TBD
disease	loss_of_vision	22	TBD
disease	sign	14	TBD
disease	amputation	55	TBD
disease	anxiety	34	TBD
disease	back_pain	106	TBD
disease	high_death_rate	15	TBD
disease	loss_of_teeth	8	TBD
disease	serious_complication	45	TBD
disease	dizziness	16	TBD
disease	bad_breath	40	TBD
disease	severe_vision_loss	40	TBD
disease	kidney_damage	50	TBD
disease	fracture	21	TBD
disease	childhood_blindness	8	TBD
disease	heart	39	TBD
disease	spinal_cord_injury	17	TBD
disease	fatal_complication	11	TBD
disease	immunosuppression	18	TBD
disease	physical_disability	35	TBD
disease	change_in_the_brain	13	TBD
disease	crop_damage	6	TBD
disease	cough	14	TBD
disease	increased_susceptibility	7	TBD
disease	major_problem	7	TBD
disease	excruciating_pain	11	TBD
disease	dysfunction	36	TBD
disease	1.5_million_fracture	11	TBD
disease	osteoporosis	27	TBD
disease	depopulation	9	TBD
disease	blepharitis	8	TBD
disease	legal_blindness	13	TBD
disease	severe_diarrhea	34	TBD
disease	cognitive_problem	7	TBD
disease	significant_yield_loss	10	TBD
disease	premature_defoliation	6	TBD
disease	child_death	5	TBD
disease	pathology	19	TBD
disease	terrible_pain	4	TBD
disease	loss_of_life	6	TBD
disease	visual_impairment	12	TBD
disease	extreme_fatigue	9	TBD
disease	incapacity	6	TBD
disease	catastrophic_loss	5	TBD
disease	redness	13	TBD
disease	liver_cancer	24	TBD
disease	limb_loss	7	TBD
disease	financial_hardship	13	TBD
disease	jaundice	18	TBD
disease	weight_gain	469	TBD
disease	significant_pain	10	TBD
disease	chest_pain	40	TBD
disease	personality_change	10	TBD
disease	eventual_death	5	TBD
disease	serious_health_problem	27	TBD
disease	brain	13	TBD
disease	severe_disability	19	TBD
disease	muscle_pain	16	TBD
disease	intense_pain	15	TBD
disease	poor_growth	6	TBD
disease	insomnia	21	TBD
disease	loss_of_function	11	TBD
disease	muscle_loss	23	TBD
disease	loss_of_memory	22	TBD
disease	memory_problem	8	TBD
disease	aggression	11	TBD
disease	incontinence	23	TBD
disease	variety_of_symptom	11	TBD
disease	physical_deformity	11	TBD
disease	swollen_gland	7	TBD
disease	burden	14	TBD
disease	tissue_destruction	12	TBD
disease	misery	12	TBD
disease	financial_loss	8	TBD
disease	deafness	11	TBD
disease	ulcer	12	TBD
disease	range_of_symptom	5	TBD
disease	emergency_room_visit	21	TBD
disease	reduced_yield	8	TBD
disease	lower_back_pain	9	TBD
disease	abdominal_pain	15	TBD
disease	untold_suffering	9	TBD
disease	neurological_problem	15	TBD
disease	demyelination	14	TBD
disease	immunodeficiency	9	TBD
disease	discoloration	5	TBD
disease	extensive_damage	3	TBD
disease	shortness_of_breath	26	TBD
disease	significant_health_problem	6	TBD
disease	severe_joint_pain	12	TBD
disease	considerable_morbidity	5	TBD
disease	cognitive_deficit	16	TBD
disease	huge_loss	3	TBD
disease	mass_mortality	5	TBD
disease	demise	14	TBD
disease	respiratory_distress	31	TBD
disease	gradual_loss_of_vision	4	TBD
disease	abnormal_structure_of_the_body	190	TBD
disease	significant_mortality	9	TBD
disease	facial_disfigurement	7	TBD
disease	complete_blindness	6	TBD
disease	long-term_problem	4	TBD
disease	slurred_speech	3	TBD
disease	gastritis	67	TBD
disease	physical_suffering	12	TBD
disease	vampirism	6	TBD
disease	eye_damage	37	TBD
disease	excess_death	3	TBD
disease	cardiomyopathy	36	TBD
disease	bone_pain	14	TBD
disease	reduced_quality_of_life	4	TBD
disease	loss_of_central_vision	11	TBD
disease	same_symptom	25	TBD
disease	immune_deficiency	12	TBD
disease	menstrual_pain	8	TBD
disease	debilitating_pain	6	TBD
disease	ataxia	11	TBD
disease	natural_mortality	3	TBD
disease	painful_joint	6	TBD
disease	life-threatening_condition	20	TBD
disease	human_suffering	31	TBD
disease	fetal_death	6	TBD
disease	long-term_health_problem	5	TBD
disease	permanent_brain_damage	11	TBD
disease	foot_problem	21	TBD
disease	dangerous_complication	7	TBD
disease	kidney	15	TBD
disease	glaucoma	13	TBD
disease	severe_yield_loss	3	TBD
disease	reproductive_problem	4	TBD
disease	stillbirth	13	TBD
disease	difficulty_in_breathing	6	TBD
disease	muscle_wasting	21	TBD
disease	laminitis	7	TBD
disease	indirect_cost	12	TBD
disease	clinical_sign	32	TBD
disease	great_pain	5	TBD
disease	white_spot	3	TBD
disease	chill	11	TBD
disease	mental_pain	8	TBD
disease	large_number_of_death	3	TBD
disease	significant_damage	17	TBD
disease	chemical_change	10	TBD
disease	severe_muscle_weakness	3	TBD
disease	pulmonary_hypertension	12	TBD
disease	atrophy	9	TBD
disease	behavioral_change	16	TBD
disease	neuronal_degeneration	5	TBD
disease	functional_impairment	8	TBD
disease	serious_damage	10	TBD
disease	allele	17	TBD
disease	acute_pain	8	TBD
disease	crop_failure	20	TBD
disease	cognitive_impairment	19	TBD
disease	considerable_pain	7	TBD
disease	muscle	22	TBD
disease	wide_variety_of_symptom	3	TBD
disease	cavity	16	TBD
disease	cramping	14	TBD
disease	unnecessary_suffering	5	TBD
disease	skin_ulcer	10	TBD
disease	degeneration	15	TBD
disease	livestock_loss	3	TBD
disease	scar	25	TBD
disease	pelvic_pain	5	TBD
disease	serious_yield_loss	4	TBD
disease	physical_discomfort	6	TBD
disease	skin_infection	11	TBD
disease	gradual_loss_of_central_vision	3	TBD
disease	significant_disability	3	TBD
disease	bone_damage	13	TBD
disease	sinusitis	29	TBD
disease	employee_'s_death	14	TBD
disease	death_of_the_animal	11	TBD
disease	increased_mortality	5	TBD
disease	loss_of_productivity	6	TBD
disease	plant_to_die	3	TBD
disease	long-term_disability	8	TBD
disease	loss_of_weight	7	TBD
disease	population_crash	3	TBD
disease	concern	10	TBD
disease	end-stage_renal_disease	4	TBD
disease	yield_reduction	3	TBD
disease	infant_mortality	5	TBD
disease	absenteeism	12	TBD
disease	stunted_growth	8	TBD
disease	reproductive_failure	5	TBD
disease	significant_economic_loss	8	TBD
disease	bilateral_blindness	3	TBD
disease	early_mortality	3	TBD
disease	organ_damage	6	TBD
disease	irreversible_vision_loss	3	TBD
disease	extreme_exhaustion	3	TBD
disease	aphasia	2	TBD
disease	death_toll	29	TBD
disease	color_blindness	3	TBD
disease	stigma	380	TBD
disease	neuropathic_pain	5	TBD
disease	lower_life_expectancy	2	TBD
disease	permanent_hearing_loss	3	TBD
disease	severe_economic_loss	6	TBD
disease	bone_to_fracture	3	TBD
disease	hand_to_tremble	3	TBD
disease	clinical_syndrome	3	TBD
disease	sequential_and_consequential_change_in_bone_formation	2	TBD
disease	gigantism	4	TBD
disease	discolouration	2	TBD
disease	developmental_delay	4	TBD
disease	brain_atrophy	10	TBD
disease	alveolar_bone_loss	3	TBD
disease	partial_paralysis	2	TBD
disease	permanent_blindness	2	TBD
disease	similar_sign	16	TBD
disease	foot_drop	5	TBD
disease	vitamin_e_deficiency	31	TBD
disease	neurodegeneration	11	TBD
disease	various_symptom	9	TBD
disease	blindness_in_dog	3	TBD
disease	death_of	2	TBD
disease	social_stigma	30	TBD
disease	memory_impairment	9	TBD
disease	general_symptom	2	TBD
disease	painful_death	2	TBD
disease	serious_loss	4	TBD
disease	growth_failure	2	TBD
disease	female_infertility	6	TBD
disease	disorientation	6	TBD
disease	rapid_aging	5	TBD
disease	local_extinction	10	TBD
disease	population_reduction	10	TBD
disease	abnormal_eye_movement	3	TBD
disease	inflammation_of_the_digestive_tract	10	TBD
disease	muscle_spasm	29	TBD
disease	sore	77	TBD
disease	secondary_osteoarthritis	28	TBD
disease	future_problem	8	TBD
disease	damping-off	3	TBD
disease	much_pain	7	TBD
disease	serious_birth_defect	44	TBD
disease	serious_health_complication	3	TBD
disease	severe_itching	38	TBD
disease	natural_death	6	TBD
disease	irreversible_blindness	5	TBD
disease	physical_damage	25	TBD
disease	tooth_discoloration	30	TBD
disease	cattle_to_abort_their_calf	5	TBD
disease	greatest_damage	5	TBD
disease	change_in_body_tissue	3	TBD
disease	fragile_bone	4	TBD
disease	great_suffering	10	TBD
disease	structural_and_functional_change	5	TBD
disease	loss_of_limb	8	TBD
disease	serious_medical_problem	5	TBD
disease	medical_cost	15	TBD
disease	progressive_loss_of_motor_control	3	TBD
disease	death_rate	14	TBD
disease	death_at_dachau	11	TBD
disease	death_in_the_united_state	17	TBD
disease	cold_foot	3	TBD
disease	human_fatality	3	TBD
disease	deadly_complication	4	TBD
disease	bone_defect	4	TBD
disease	pregnancy_loss	9	TBD
disease	branch_canker	3	TBD
disease	decrease_in_stomach_acid	3	TBD
disease	hair_loss_problem	8	TBD
disease	progressive_brain_damage	4	TBD
disease	permanent_paralysis	7	TBD
disease	male_infertility	8	TBD
disease	psychological_stress	70	TBD
disease	venous_leak	65	TBD
disease	severe_illness_in_human	4	TBD
disease	gene_expression	4	TBD
disease	foot_disorder	6	TBD
disease	false_positive	17	TBD
disease	progressive_loss_of_central_vision	4	TBD
disease	financial_burden	8	TBD
disease	cancer_cell	18	TBD
disease	secondary_hypertension	10	TBD
disease	gradual_deterioration_of_specific_tissue	3	TBD
disease	abnormal_structure	6	TBD
disease	severe_deformity	4	TBD
disease	irish_potato_famine	8	TBD
disease	bronchiectasis	6	TBD
disease	wide_range_of_symptom	11	TBD
disease	genetic_locus	5	TBD
disease	similar_clinical_sign	5	TBD
disease	higher_rate	2	TBD
disease	blood_abnormality	6	TBD
disease	economic_damage	3	TBD
disease	damage_of_the_esophagus	4	TBD
disease	nociceptive_pain	2	TBD
disease	significant_weight_loss	5	TBD
disease	blindness_in_the_united_state	3	TBD
disease	bowel_to_come_out	7	TBD
disease	immune_change	5	TBD
disease	cost	63	TBD
disease	secondary_osteoporosis	5	TBD
disease	severe_lameness	2	TBD
disease	inflammation_in_the_eye	5	TBD
disease	decedent_'s_death	6	TBD
disease	hip_pain	43	TBD
disease	spot_on_the_skin	9	TBD
disease	high_level_of_mortality	4	TBD
disease	spot	3	TBD
disease	shock	15	TBD
disease	blood_vessel_disease	21	TBD
disease	physical_deterioration	9	TBD
disease	tree_mortality	3	TBD
disease	male_urinary_incontinence	4	TBD
disease	debilitating_symptom	8	TBD
disease	human_misery	3	TBD
disease	bone_to_break_easily	8	TBD
disease	severe_birth_defect	12	TBD
disease	genetic_marker	2	TBD
disease	poor_blood_circulation	13	TBD
disease	cessation_of_life_function	3	TBD
disease	widespread_pain	6	TBD
disease	movement_problem	3	TBD
disease	low_blood_pressure	36	TBD
disease	itchiness	2	TBD
disease	debilitating_damage_to_the_heart	5	TBD
disease	severe_mental_decline	9	TBD
disease	immense_suffering	7	TBD
disease	social_disruption	6	TBD
disease	total_loss_of_hair_on_the_head	26	TBD
disease	great_concern	5	TBD
disease	itching_sensation	3	TBD
disease	cartilage_breakdown	8	TBD
disease	scarring_of_the_lung	14	TBD
disease	die-offs	5	TBD
disease	parkinson_'s	10	TBD
disease	characteristic_massive_diarrhoea	6	TBD
disease	damage_to_the_bone_marrow	3	TBD
disease	chronic_medical_condition	2	TBD
disease	long-term_joint_damage	3	TBD
disease	loss_of_joint_function	9	TBD
disease	flu-like_symptom	18	TBD
disease	rapid_death	2	TBD
disease	poor_weight_gain	3	TBD
disease	cramp	17	TBD
disease	breakdown	53	TBD
disease	branch_dieback	4	TBD
disease	intractable_pain	6	TBD
disease	loss_of_hair	8	TBD
disease	limited_range_of_motion	6	TBD
disease	nerve_pain	6	TBD
disease	urination_problem	2	TBD
disease	substantial_loss	3	TBD
disease	mental_deterioration	14	TBD
disease	premature_tooth_loss	5	TBD
disease	plant_death	2	TBD
disease	morphological_change	3	TBD
disease	conductive_hearing_loss	5	TBD
disease	early_menopause	10	TBD
disease	total_crop_loss	2	TBD
disease	cognitive_decline	19	TBD
disease	loss_of_muscle	8	TBD
disease	color_vision_problem	7	TBD
disease	greater_morbidity	2	TBD
disease	progressive_memory_loss	7	TBD
disease	economic_burden	7	TBD
disease	culturally_significant_landmark	4	TBD
disease	abdominal_bloating	11	TBD
disease	physical_incapacity	12	TBD
disease	symptom_of_dementia	4	TBD
disease	reduced_or_declining_population	7	TBD
disease	tissue_loss	7	TBD
disease	physiological_change	4	TBD
disease	weakening_of_the_immune_system	3	TBD
disease	developmental_abnormality	8	TBD
disease	stunting	4	TBD
disease	emotional_suffering	2	TBD
disease	781,000_death	3	TBD
disease	patient_'s_death	4	TBD
disease	structural_change	7	TBD
disease	pain_in_the_vagina	3	TBD
disease	non-specific_symptom	3	TBD
disease	permanent_hair_loss	4	TBD
disease	behavior_change	6	TBD
disease	jaw_pain	12	TBD
disease	amphibian_population_decline	3	TBD
disease	defect_in_the_bone	8	TBD
disease	devastating_consequence	2	TBD
disease	annual_death	4	TBD
disease	tree_death	3	TBD
disease	respiratory_symptom	2	TBD
disease	shame	12	TBD
disease	damage_to_the_body	3	TBD
disease	wilt	3	TBD
disease	irregular_astigmatism	6	TBD
disease	significant_illness	7	TBD
disease	nerve_deafness	3	TBD
disease	proteinuria	8	TBD
disease	monetary_damage	2	TBD
disease	classic_symptom	4	TBD
disease	prevalent_pest_control_problem	4	TBD
disease	dominant_pest_control_problem	10	TBD
disease	severe_lung_damage	7	TBD
disease	human_death	6	TBD
disease	low_yield	4	TBD
disease	chronic_disability	6	TBD
disease	premature_labor	4	TBD
disease	health_cost	4	TBD
disease	death_of_the_patient	7	TBD
disease	untold_death	3	TBD
disease	cranial_nerve_palsy	8	TBD
disease	bone_weakness	3	TBD
disease	poor_eyesight	4	TBD
disease	impaired_judgment	8	TBD
disease	long-term_health_consequence	7	TBD
disease	declining_forest_health	4	TBD
disease	fit	3	TBD
disease	retarded_growth	3	TBD
disease	increased_morbidity	4	TBD
disease	death_in_infant	3	TBD
disease	loss_of_sight	4	TBD
disease	parkinsonism	3	TBD
disease	clinical_symptom	26	TBD
disease	post-exertional_sickness	12	TBD
disease	heart_to_stop_beating	4	TBD
disease	neurodegenerative_change	4	TBD
disease	serious_economic_loss	3	TBD
disease	mass_death	2	TBD
disease	serious_ailment	5	TBD
disease	hair_loss_in_men	3	TBD
disease	adult_tooth_loss	3	TBD
disease	widespread_panic	4	TBD
disease	uncomfortable_symptom	3	TBD
disease	kidney_to_fail	3	TBD
disease	problem_with_vision	6	TBD
disease	loss_of_muscle_strength_in_the_face	4	TBD
disease	poorer_outcome	3	TBD
disease	prevention	11	TBD
disease	loss_of_production	3	TBD
disease	amputation_of_leg	14	TBD
disease	ease_symptom	6	TBD
disease	difficulty_walking	3	TBD
disease	neurologic_sign	5	TBD
disease	male_impotence	4	TBD
disease	childhood_hospitalization	4	TBD
disease	heavy_loss	2	TBD
disease	deterioration_of_the_lung	3	TBD
disease	pathological_condition	4	TBD
disease	premature_fruit_drop	3	TBD
disease	further_deterioration	3	TBD
disease	nervous_system_damage	3	TBD
disease	abnormal_vaginal_discharge	8	TBD
disease	disablement	3	TBD
disease	long-term_complication	3	TBD
disease	progressive_loss_of_sight	3	TBD
disease	economic_impact	3	TBD
disease	locus	4	TBD
disease	massive_loss_of_life	2	TBD
disease	patient_death	2	TBD
disease	low_mortality	3	TBD
disease	permanent_liver_damage	4	TBD
disease	suicidal_thought	2	TBD
disease	facial_disorder	3	TBD
disease	heart_murmur	3	TBD
disease	skeletal_defect	3	TBD
disease	voice_problem	5	TBD
disease	temporary_blindness	3	TBD
disease	total_paralysis	2	TBD
disease	body_to_attack	4	TBD
disease	progressive_damage	4	TBD
disease	irreversible_joint_damage	4	TBD
disease	enlarged_spleen	2	TBD
disease	reduction_in_yield	3	TBD
disease	skin_involvement	4	TBD
disease	excess_mortality	2	TBD
disease	considerable_discomfort	2	TBD
disease	serious_disability	3	TBD
disease	impaired_growth	2	TBD
disease	exodus	3	TBD
disease	considerable_damage	3	TBD
disease	health_challenge	4	TBD
disease	urinary_symptom	4	TBD
disease	fatal_outcome	3	TBD
disease	apoptotic_cell_death	3	TBD
disease	death_in_woman	3	TBD
disease	severe_mental_retardation	2	TBD
disease	break	2	TBD
disease	death_in_human	2	TBD
disease	school_absenteeism	2	TBD
disease	delayed_puberty	2	TBD
disease	dysarthria	1	TBD
infertility	distress	22	TBD
obesity	diabetes	585	TBD
obesity	high_blood_pressure	195	TBD
obesity	disease	707	TBD
obesity	insulin_resistance	264	TBD
obesity	health_problem	553	TBD
obesity	death	444	TBD
obesity	problem	219	TBD
obesity	heart_disease	344	TBD
obesity	hypertension	195	TBD
obesity	sleep_apnea	108	TBD
obesity	condition	156	TBD
obesity	serious_health_problem	125	TBD
obesity	cancer	145	TBD
obesity	chronic_disease	171	TBD
obesity	complication	111	TBD
obesity	health_issue	66	TBD
obesity	type_ii_diabetes	40	TBD
obesity	premature_death	124	TBD
obesity	arthritis	69	TBD
obesity	metabolic_syndrome	44	TBD
obesity	cardiovascular_disease	153	TBD
obesity	heart_problem	45	TBD
obesity	depression	82	TBD
obesity	illness	102	TBD
obesity	medical_problem	70	TBD
obesity	heart_attack	83	TBD
obesity	infertility	172	TBD
obesity	medical_condition	80	TBD
obesity	high_cholesterol	31	TBD
obesity	health_condition	144	TBD
obesity	mortality	94	TBD
obesity	ailment	31	TBD
obesity	health_complication	75	TBD
obesity	stroke	122	TBD
obesity	health_risk	298	TBD
obesity	300,000_death	65	TBD
obesity	osteoarthritis	44	TBD
obesity	physical_problem	20	TBD
obesity	liver_disease	26	TBD
obesity	back_pain	23	TBD
obesity	fatty_liver	11	TBD
obesity	inflammation	69	TBD
obesity	respiratory_problem	45	TBD
obesity	increase	105	TBD
obesity	heart_failure	18	TBD
obesity	health_related_problem	20	TBD
obesity	serious_disease	15	TBD
obesity	poor_health	12	TBD
obesity	morbidity	50	TBD
obesity	serious_health_issue	17	TBD
obesity	clogged_artery	17	TBD
obesity	excess_death	60	TBD
obesity	gynecomastia	51	TBD
obesity	preventable_death	268	TBD
obesity	psychological_problem	15	TBD
obesity	early_death	32	TBD
obesity	serious_health_consequence	20	TBD
obesity	disability	27	TBD
obesity	type_2_diabetes_mellitus	17	TBD
obesity	numerous_health_problem	10	TBD
obesity	fatigue	13	TBD
obesity	breast_cancer	26	TBD
obesity	increased_risk	28	TBD
obesity	coronary_heart_disease	11	TBD
obesity	leptin_resistance	19	TBD
obesity	preventable_disease	20	TBD
obesity	increased_morbidity	33	TBD
obesity	gerd	17	TBD
obesity	major_health_problem	10	TBD
obesity	chronic_health_problem	44	TBD
obesity	serious_health_complication	8	TBD
obesity	joint_problem	19	TBD
obesity	serious_medical_complication	9	TBD
obesity	increased_abdominal_pressure	31	TBD
obesity	severe_health_problem	27	TBD
obesity	frailty	43	TBD
obesity	chronic_illness	17	TBD
obesity	low_self-esteem	12	TBD
obesity	type_ii_diabetes_mellitus	14	TBD
obesity	elevated_cholesterol	14	TBD
obesity	erectile_dysfunction	69	TBD
obesity	serious_complication	18	TBD
obesity	damage	45	TBD
obesity	life-threatening_disease	12	TBD
obesity	endothelial_dysfunction	12	TBD
obesity	symptom	19	TBD
obesity	various_disease	13	TBD
obesity	health_hazard	12	TBD
obesity	ir	14	TBD
obesity	health-related_problem	6	TBD
obesity	high_level_of_insulin	18	TBD
obesity	weight_loss	11	TBD
obesity	health_effect	24	TBD
obesity	serious_health_condition	19	TBD
obesity	increased_mortality	32	TBD
obesity	serious_condition	36	TBD
obesity	metabolic_alteration	13	TBD
obesity	pregnancy_complication	12	TBD
obesity	onset	6	TBD
obesity	health_consequence	20	TBD
obesity	comorbidities	24	TBD
obesity	reduced_life_expectancy	15	TBD
obesity	medical_cost	50	TBD
obesity	metabolic_problem	35	TBD
obesity	metabolic_complication	15	TBD
obesity	premature_mortality	6	TBD
obesity	significant_health_problem	15	TBD
obesity	increase_in_mortality	26	TBD
obesity	nonalcoholic_fatty_liver_disease	24	TBD
obesity	systemic_inflammation	14	TBD
obesity	cardiovascular_issue	4	TBD
obesity	life-threatening_illness	12	TBD
obesity	wide_range_of_health_problem	15	TBD
obesity	dyslipidemia	13	TBD
obesity	adult_onset_diabetes	18	TBD
obesity	lethargy	25	TBD
obesity	human_suffering	3	TBD
obesity	health_related_issue	3	TBD
obesity	early_mortality	6	TBD
obesity	laminitis	8	TBD
obesity	psychological_disorder	21	TBD
obesity	chronic_medical_condition	9	TBD
obesity	death_per_year	13	TBD
obesity	cognitive_deficit	2	TBD
obesity	indirect_cost	5	TBD
obesity	psychosocial_problem	3	TBD
obesity	terrible_health_problem	14	TBD
obesity	substantial_morbidity	5	TBD
obesity	preventable_illness	20	TBD
obesity	cancer_death	13	TBD
obesity	common_problem	34	TBD
obesity	healthcare_cost	20	TBD
obesity	health_care_cost	24	TBD
obesity	metabolic_disturbance	9	TBD
obesity	sleeping_disorder	7	TBD
obesity	chronic_health_condition	10	TBD
obesity	serious_medical_problem	39	TBD
obesity	co-morbidities	16	TBD
obesity	chronic_knee_pain	9	TBD
obesity	cost	23	TBD
obesity	burden_of_disease	15	TBD
obesity	medical_complication	25	TBD
obesity	significant_morbidity	6	TBD
obesity	adverse_outcome	5	TBD
obesity	terrible_disease	14	TBD
obesity	higher_incidence	5	TBD
obesity	functional_impairment	5	TBD
obesity	major_health_effect	32	TBD
obesity	physical_limitation	14	TBD
obesity	increased_incidence	16	TBD
obesity	higher_rate	12	TBD
obesity	metabolic_abnormality	9	TBD
obesity	shortness_of_breath	13	TBD
obesity	adverse_health_effect	15	TBD
obesity	type_two_diabetes	13	TBD
obesity	lack_of_mobility	13	TBD
obesity	high_triglyceride	18	TBD
obesity	increased_susceptibility	26	TBD
obesity	burden	10	TBD
obesity	lower_back_pain	16	TBD
obesity	harm	14	TBD
obesity	various_problem	11	TBD
obesity	metabolic_dysfunction	19	TBD
obesity	raised_blood_pressure	14	TBD
obesity	increase_in_mortality_rate	16	TBD
obesity	additional_problem	2	TBD
obesity	proteinuria	7	TBD
obesity	increased_health_care_cost	3	TBD
obesity	disease_burden	4	TBD
obesity	significant_problem	2	TBD
obesity	health_cost	6	TBD
obesity	death_in_the_u.s_.	6	TBD
obesity	disease_state	4	TBD
obesity	problem_in_pregnancy	14	TBD
obesity	heart_to_work_harder	9	TBD
obesity	extra_cost	3	TBD
obesity	quality_of_life	3	TBD
obesity	excess_mortality	6	TBD
obesity	secondary_osteoarthritis	2	TBD
obesity	poor_health_outcome	6	TBD
obesity	death_in_the_u	2	TBD
obesity	loss_of_mobility	6	TBD
obesity	greater_pain	2	TBD
weight_gain	health_problem	33	TBD
weight_gain	depression	14	TBD
weight_gain	stretch_mark	20	TBD
weight_gain	high_blood_pressure	12	TBD
weight_gain	heart_disease	21	TBD
weight_gain	rapid_stretching_of_the_skin	29	TBD
weight_gain	increase_in_diabetes	20	TBD
weight_gain	health_condition	77	TBD
weight_gain	enlarged_breast	11	TBD
confusion	problem	51	TBD
confusion	death	27	TBD
confusion	suffering	21	TBD
confusion	error	614	TBD
confusion	anxiety	12	TBD
confusion	delay	15	TBD
confusion	chaos	15	TBD
confusion	pain	37	TBD
confusion	violence	11	TBD
confusion	failure	17	TBD
confusion	inaction	46	TBD
confusion	paralysis	24	TBD
confusion	indecision	17	TBD
confusion	more_problem	6	TBD
confusion	violent_behavior	2	TBD
tension	headache	173	TBD
tension	pain	152	TBD
tension	problem	37	TBD
tension	hair_loss	21	TBD
tension	conflict	103	TBD
tension	violence	43	TBD
tension	hypertension	13	TBD
tension	civil_war	52	TBD
tension	depression	11	TBD
tension	neck_pain	24	TBD
tension	loss_of_hair	7	TBD
tension	discomfort	18	TBD
tension	migraine	13	TBD
tension	insomnia	16	TBD
tension	chronic_pain	22	TBD
tension	condition	23	TBD
tension	muscle_spasm	27	TBD
tension	fatigue	13	TBD
tension	nervous_breakdown	4	TBD
tension	mistake	15	TBD
tension	jaw_clenching	19	TBD
tension	disorder	11	TBD
tension	bloodshed	8	TBD
tension	american_revolution	10	TBD
tension	tension_headache	16	TBD
tension	missed_period	14	TBD
tension	pain_in_the_body	2	TBD
